IND,SOC_LABEL,SEX,RACE_HISP,TOTALS
9170,Personal Care and Service Occupations,2,Hispanic White,153
9170,Personal Care and Service Occupations,2,Non-Hispanic Asian,134
9170,Personal Care and Service Occupations,2,Non-Hispanic Black,353
9170,Personal Care and Service Occupations,2,Non-Hispanic Multiracial,10
9170,Personal Care and Service Occupations,2,Non-Hispanic White,378
9170,Production Occupations,1,Hispanic White,121
9170,Production Occupations,1,Non-Hispanic Asian,31
9170,Production Occupations,1,Non-Hispanic Black,34
9170,Production Occupations,1,Non-Hispanic White,65
9170,Production Occupations,2,Non-Hispanic Asian,8
9170,Production Occupations,2,Non-Hispanic Black,9
9170,Production Occupations,2,Non-Hispanic White,92
9170,Protective Service Occupations,1,Hispanic Multiracial,20
9170,Protective Service Occupations,1,Hispanic White,18
9170,Protective Service Occupations,1,Non-Hispanic White,70
9170,Protective Service Occupations,2,Hispanic White,28
9170,Protective Service Occupations,2,Non-Hispanic Black,62
9170,Protective Service Occupations,2,Non-Hispanic White,61
9170,Sales and Related Occupations,1,Hispanic White,12
9170,Sales and Related Occupations,1,Non-Hispanic Black,70
9170,Sales and Related Occupations,1,Non-Hispanic White,185
9170,Sales and Related Occupations,2,Hispanic Other,43
9170,Sales and Related Occupations,2,Hispanic White,54
9170,Sales and Related Occupations,2,Non-Hispanic Black,63
9170,Sales and Related Occupations,2,Non-Hispanic White,286
9170,Tarnsportation and Material Moving Occupations,1,Hispanic Other,64
9170,Tarnsportation and Material Moving Occupations,1,Hispanic White,23
9170,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Asian,22
9170,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,262
9170,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Multiracial,23
9170,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,242
9170,Tarnsportation and Material Moving Occupations,2,Hispanic White,17
9170,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Asian,102
9170,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,126
9170,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,24
9180,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,98
9180,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,36
9180,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,104
9180,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,46
9180,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,18
9180,Business and Financial Operations Occupations,1,Hispanic Other,14
9180,Business and Financial Operations Occupations,1,Hispanic White,267
9180,Business and Financial Operations Occupations,1,Non-Hispanic Asian,41
9180,Business and Financial Operations Occupations,1,Non-Hispanic Black,52
9180,Business and Financial Operations Occupations,1,Non-Hispanic Multiracial,9
9180,Business and Financial Operations Occupations,1,Non-Hispanic White,560
9180,Business and Financial Operations Occupations,2,Hispanic Other,14
9180,Business and Financial Operations Occupations,2,Hispanic White,10
9180,Business and Financial Operations Occupations,2,Non-Hispanic White,83
9180,Community and Social Services Occupations,1,Hispanic White,39
9180,Community and Social Services Occupations,1,Non-Hispanic Black,19
9180,Community and Social Services Occupations,1,Non-Hispanic White,130
9180,Community and Social Services Occupations,2,Non-Hispanic Multiracial,96
9180,Community and Social Services Occupations,2,Non-Hispanic White,154
9180,Computer and Mathematical Occupations,1,Non-Hispanic White,15
9180,Construction and Extraction Occupations,1,Non-Hispanic White,194
9180,"Educations, Library, and Training Occupations",1,Non-Hispanic White,49
9180,Food Preparation and Service Occupations,1,Non-Hispanic Black,11
9180,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,3
9180,Legal Occupations,1,Non-Hispanic Black,15
9180,Legal Occupations,1,Non-Hispanic White,49
9180,Legal Occupations,2,Non-Hispanic White,24
9180,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,18
9180,Management Occupations,1,Hispanic Other,15
9180,Management Occupations,1,Non-Hispanic Black,152
9180,Management Occupations,1,Non-Hispanic White,375
9180,Management Occupations,2,Hispanic Multiracial,14
9180,Management Occupations,2,Hispanic Other,52
9180,Management Occupations,2,Non-Hispanic Black,23
9180,Management Occupations,2,Non-Hispanic White,52
9180,Office and Administrative Support Occupations,1,Non-Hispanic Black,13
9180,Office and Administrative Support Occupations,1,Non-Hispanic White,233
9180,Office and Administrative Support Occupations,2,Hispanic Other,41
9180,Office and Administrative Support Occupations,2,Hispanic White,57
9180,Office and Administrative Support Occupations,2,Non-Hispanic Black,128
9180,Office and Administrative Support Occupations,2,Non-Hispanic White,469
9180,Personal Care and Service Occupations,1,Non-Hispanic White,76
9180,Production Occupations,1,Non-Hispanic White,85
9180,Protective Service Occupations,2,Non-Hispanic White,14
9180,Sales and Related Occupations,2,Non-Hispanic White,26
9180,Tarnsportation and Material Moving Occupations,1,Hispanic Other,55
9180,Tarnsportation and Material Moving Occupations,1,Hispanic White,50
9180,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,403
9180,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,58
9190,Architecture and Engineering Occupations,1,Non-Hispanic White,113
9190,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic White,16
9190,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic Black,41
9190,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,299
9190,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Asian,53
9190,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,506
9190,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Asian,43
9190,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,24
9190,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Asian,37
9190,Business and Financial Operations Occupations,1,Hispanic White,22
9190,Business and Financial Operations Occupations,1,Non-Hispanic Asian,23
9190,Business and Financial Operations Occupations,1,Non-Hispanic Black,20
9190,Business and Financial Operations Occupations,1,Non-Hispanic White,381
9190,Business and Financial Operations Occupations,2,Hispanic Other,50
9190,Business and Financial Operations Occupations,2,Hispanic White,119
9190,Business and Financial Operations Occupations,2,Non-Hispanic Asian,65
9190,Business and Financial Operations Occupations,2,Non-Hispanic Black,282
9190,Business and Financial Operations Occupations,2,Non-Hispanic White,702
9190,Community and Social Services Occupations,1,Non-Hispanic Black,38
9190,Community and Social Services Occupations,1,Non-Hispanic White,52
9190,Community and Social Services Occupations,2,Hispanic Other,10
9190,Community and Social Services Occupations,2,Non-Hispanic Black,39
9190,Community and Social Services Occupations,2,Non-Hispanic White,131
9190,Computer and Mathematical Occupations,1,Non-Hispanic Asian,38
9190,Computer and Mathematical Occupations,1,Non-Hispanic Multiracial,13
9190,Computer and Mathematical Occupations,1,Non-Hispanic White,395
9190,Computer and Mathematical Occupations,2,Hispanic White,15
9190,Computer and Mathematical Occupations,2,Non-Hispanic Asian,8
9190,Computer and Mathematical Occupations,2,Non-Hispanic Black,86
9190,Computer and Mathematical Occupations,2,Non-Hispanic White,90
9190,"Educations, Library, and Training Occupations",1,Non-Hispanic White,101
9190,"Educations, Library, and Training Occupations",2,Hispanic White,14
9190,"Educations, Library, and Training Occupations",2,Non-Hispanic White,111
9190,Food Preparation and Service Occupations,1,Non-Hispanic White,16
9190,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic White,47
9190,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Asian,37
9190,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Black,15
9190,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic White,71
9190,Healthcare Support Occupations,2,Hispanic White,18
9190,Healthcare Support Occupations,2,Non-Hispanic White,16
9190,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,49
9190,Legal Occupations,1,Non-Hispanic White,38
9190,Legal Occupations,2,Non-Hispanic White,52
9190,"Life, Physical, and Social Science Occupations",1,Non-Hispanic White,13
9190,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,62
9190,Management Occupations,1,Hispanic White,27
9190,Management Occupations,1,Non-Hispanic Asian,32
9190,Management Occupations,1,Non-Hispanic Black,15
9190,Management Occupations,1,Non-Hispanic White,1139
9190,Management Occupations,2,Non-Hispanic Asian,150
9190,Management Occupations,2,Non-Hispanic Black,335
9190,Management Occupations,2,Non-Hispanic Multiracial,16
9190,Management Occupations,2,Non-Hispanic White,1897
9190,Office and Administrative Support Occupations,1,Non-Hispanic Black,7
9190,Office and Administrative Support Occupations,1,Non-Hispanic White,207
9190,Office and Administrative Support Occupations,2,Hispanic Other,15
9190,Office and Administrative Support Occupations,2,Hispanic White,28
9190,Office and Administrative Support Occupations,2,Non-Hispanic Black,447
9190,Office and Administrative Support Occupations,2,Non-Hispanic Multiracial,43
9190,Office and Administrative Support Occupations,2,Non-Hispanic White,1483
9190,Personal Care and Service Occupations,2,Non-Hispanic Black,49
9190,Personal Care and Service Occupations,2,Non-Hispanic White,35
9190,Production Occupations,1,Non-Hispanic White,71
9190,Production Occupations,2,Non-Hispanic White,14
9190,Protective Service Occupations,1,Non-Hispanic White,35
9190,Protective Service Occupations,2,Non-Hispanic White,24
9190,Sales and Related Occupations,1,Non-Hispanic Black,48
9190,Sales and Related Occupations,1,Non-Hispanic White,190
9190,Sales and Related Occupations,2,Hispanic Other,5
9190,Sales and Related Occupations,2,Non-Hispanic White,66
9190,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,8
9290,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Hispanic White,13
9290,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,18
9290,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Other,72
9290,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,228
9290,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Asian,75
9290,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,43
9290,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,356
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic AIAN,20
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic Black,25
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic Multiracial,41
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic Other,1461
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic White,2101
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Asian,143
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Black,510
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Multiracial,160
9290,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,5035
9290,Business and Financial Operations Occupations,2,Non-Hispanic White,23
9290,Community and Social Services Occupations,2,Non-Hispanic Black,11
9290,Construction and Extraction Occupations,1,Non-Hispanic White,27
9290,"Educations, Library, and Training Occupations",2,Non-Hispanic Black,14
9290,"Educations, Library, and Training Occupations",2,Non-Hispanic White,6
9290,Food Preparation and Service Occupations,2,Hispanic White,61
9290,Food Preparation and Service Occupations,2,Non-Hispanic Black,24
9290,Food Preparation and Service Occupations,2,Non-Hispanic White,119
9290,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic White,11
9290,Healthcare Practitioners and Technical Occupations,2,Hispanic White,21
9290,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Asian,33
9290,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Black,13
9290,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic White,172
9290,Healthcare Support Occupations,1,Non-Hispanic Black,15
9290,Healthcare Support Occupations,2,Hispanic Other,30
9290,Healthcare Support Occupations,2,Non-Hispanic Asian,17
9290,Healthcare Support Occupations,2,Non-Hispanic Black,127
9290,Healthcare Support Occupations,2,Non-Hispanic Other,24
9290,Healthcare Support Occupations,2,Non-Hispanic White,60
9290,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,28
9290,Management Occupations,1,Non-Hispanic White,30
9290,Management Occupations,2,Non-Hispanic White,84
9290,Office and Administrative Support Occupations,1,Non-Hispanic White,88
9290,Office and Administrative Support Occupations,2,Non-Hispanic Asian,8
9290,Office and Administrative Support Occupations,2,Non-Hispanic White,87
9290,Personal Care and Service Occupations,1,Hispanic White,176
9290,Personal Care and Service Occupations,1,Non-Hispanic Asian,284
9290,Personal Care and Service Occupations,1,Non-Hispanic Black,300
9290,Personal Care and Service Occupations,1,Non-Hispanic Multiracial,118
9290,Personal Care and Service Occupations,1,Non-Hispanic White,759
9290,Personal Care and Service Occupations,2,Hispanic AIAN,97
9290,Personal Care and Service Occupations,2,Hispanic Asian,16
9290,Personal Care and Service Occupations,2,Hispanic Other,742
9290,Personal Care and Service Occupations,2,Hispanic White,2124
9290,Personal Care and Service Occupations,2,Non-Hispanic AIAN,44
9290,Personal Care and Service Occupations,2,Non-Hispanic Asian,1299
9290,Personal Care and Service Occupations,2,Non-Hispanic Black,1615
9290,Personal Care and Service Occupations,2,Non-Hispanic Multiracial,388
9290,Personal Care and Service Occupations,2,Non-Hispanic Other,37
9290,Personal Care and Service Occupations,2,Non-Hispanic White,11974
9290,Production Occupations,2,Hispanic Black,25
9290,Production Occupations,2,Non-Hispanic White,20
9290,Sales and Related Occupations,1,Non-Hispanic White,13
9290,Tarnsportation and Material Moving Occupations,1,Hispanic Other,17
9290,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,153
9290,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Multiracial,23
9290,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Other,24
9290,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,160
9290,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,36
9370,Architecture and Engineering Occupations,1,Hispanic White,16
9370,Architecture and Engineering Occupations,1,Non-Hispanic Asian,42
9370,Architecture and Engineering Occupations,1,Non-Hispanic Black,83
9370,Architecture and Engineering Occupations,1,Non-Hispanic Multiracial,14
9370,Architecture and Engineering Occupations,1,Non-Hispanic White,250
9370,Architecture and Engineering Occupations,2,Non-Hispanic Asian,28
9370,Architecture and Engineering Occupations,2,Non-Hispanic Black,31
9370,Architecture and Engineering Occupations,2,Non-Hispanic White,140
9370,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Hispanic Other,57
9370,"Arts, Design, Entertainment, Sports, and Media Occupations",1,Non-Hispanic White,112
9370,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Hispanic Other,28
9370,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Hispanic White,28
9370,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Asian,39
9370,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Black,14
9370,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,74
9370,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic AIAN,29
9370,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Multiracial,14
9370,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,30
9370,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Asian,93
9370,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,414
9370,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,773
9370,Building and Grounds Cleaning and Maintenance Occupations,2,Hispanic White,29
9370,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Asian,11
9370,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic Black,232
9370,Building and Grounds Cleaning and Maintenance Occupations,2,Non-Hispanic White,178
9370,Business and Financial Operations Occupations,1,Hispanic Multiracial,9
9370,Business and Financial Operations Occupations,1,Hispanic Other,97
9370,Business and Financial Operations Occupations,1,Hispanic White,21
9370,Business and Financial Operations Occupations,1,Non-Hispanic Asian,46
9370,Business and Financial Operations Occupations,1,Non-Hispanic Black,176
9370,Business and Financial Operations Occupations,1,Non-Hispanic White,530
9370,Business and Financial Operations Occupations,2,Hispanic Black,28
9370,Business and Financial Operations Occupations,2,Hispanic Multiracial,38
9370,Business and Financial Operations Occupations,2,Hispanic Other,67
9370,Business and Financial Operations Occupations,2,Hispanic White,58
9370,Business and Financial Operations Occupations,2,Non-Hispanic Asian,102
9370,Business and Financial Operations Occupations,2,Non-Hispanic Black,309
9370,Business and Financial Operations Occupations,2,Non-Hispanic Multiracial,21
9370,Business and Financial Operations Occupations,2,Non-Hispanic White,733
9370,Community and Social Services Occupations,1,Hispanic Black,15
9370,Community and Social Services Occupations,1,Hispanic Other,82
9370,Community and Social Services Occupations,1,Non-Hispanic Black,83
9370,Community and Social Services Occupations,1,Non-Hispanic White,139
9370,Community and Social Services Occupations,2,Hispanic Other,21
9370,Community and Social Services Occupations,2,Hispanic White,63
9370,Community and Social Services Occupations,2,Non-Hispanic Black,227
9370,Community and Social Services Occupations,2,Non-Hispanic White,162
9370,Computer and Mathematical Occupations,1,Non-Hispanic Asian,45
9370,Computer and Mathematical Occupations,1,Non-Hispanic Black,321
9370,Computer and Mathematical Occupations,1,Non-Hispanic White,391
9370,Computer and Mathematical Occupations,2,Non-Hispanic AIAN,4
9370,Computer and Mathematical Occupations,2,Non-Hispanic Asian,32
9370,Computer and Mathematical Occupations,2,Non-Hispanic Black,89
9370,Computer and Mathematical Occupations,2,Non-Hispanic White,211
9370,Construction and Extraction Occupations,1,Hispanic Multiracial,22
9370,Construction and Extraction Occupations,1,Hispanic Other,74
9370,Construction and Extraction Occupations,1,Hispanic White,37
9370,Construction and Extraction Occupations,1,Non-Hispanic Black,126
9370,Construction and Extraction Occupations,1,Non-Hispanic White,779
9370,Construction and Extraction Occupations,2,Hispanic White,11
9370,"Educations, Library, and Training Occupations",1,Non-Hispanic White,69
9370,"Educations, Library, and Training Occupations",2,Non-Hispanic Asian,15
9370,"Educations, Library, and Training Occupations",2,Non-Hispanic Black,14
9370,"Educations, Library, and Training Occupations",2,Non-Hispanic Multiracial,18
9370,"Educations, Library, and Training Occupations",2,Non-Hispanic White,55
9370,Food Preparation and Service Occupations,1,Hispanic White,25
9370,Food Preparation and Service Occupations,1,Non-Hispanic White,54
9370,Food Preparation and Service Occupations,2,Hispanic Other,48
9370,Food Preparation and Service Occupations,2,Hispanic White,57
9370,Food Preparation and Service Occupations,2,Non-Hispanic Black,8
9370,Healthcare Practitioners and Technical Occupations,1,Hispanic White,52
9370,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic Black,8
9370,Healthcare Practitioners and Technical Occupations,1,Non-Hispanic White,30
9370,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Asian,73
9370,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Black,42
9370,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic Multiracial,39
9370,Healthcare Practitioners and Technical Occupations,2,Non-Hispanic White,59
9370,Healthcare Support Occupations,1,Non-Hispanic Black,77
9370,Healthcare Support Occupations,2,Non-Hispanic Black,33
9370,Healthcare Support Occupations,2,Non-Hispanic White,90
9370,"Installation, Maintenance, and Repair Occupations",1,Hispanic Other,100
9370,"Installation, Maintenance, and Repair Occupations",1,Hispanic White,15
9370,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic Black,19
9370,"Installation, Maintenance, and Repair Occupations",1,Non-Hispanic White,642
9370,"Installation, Maintenance, and Repair Occupations",2,Non-Hispanic White,57
9370,Legal Occupations,1,Non-Hispanic Black,66
9370,Legal Occupations,1,Non-Hispanic White,213
9370,Legal Occupations,2,Hispanic White,22
9370,Legal Occupations,2,Non-Hispanic Asian,37
9370,Legal Occupations,2,Non-Hispanic Black,186
9370,Legal Occupations,2,Non-Hispanic White,236
9370,"Life, Physical, and Social Science Occupations",1,Non-Hispanic Asian,15
9370,"Life, Physical, and Social Science Occupations",1,Non-Hispanic White,84
9370,"Life, Physical, and Social Science Occupations",2,Hispanic Other,35
9370,"Life, Physical, and Social Science Occupations",2,Non-Hispanic Asian,31
9370,"Life, Physical, and Social Science Occupations",2,Non-Hispanic White,128
9370,Management Occupations,1,Hispanic Multiracial,20
9370,Management Occupations,1,Hispanic Other,24
9370,Management Occupations,1,Hispanic White,99
9370,Management Occupations,1,Non-Hispanic Asian,219
9370,Management Occupations,1,Non-Hispanic Black,655
9370,Management Occupations,1,Non-Hispanic Multiracial,27
9370,Management Occupations,1,Non-Hispanic White,2469
9370,Management Occupations,2,Hispanic AIAN,22
9370,Management Occupations,2,Hispanic Other,48
9370,Management Occupations,2,Hispanic White,84
9370,Management Occupations,2,Non-Hispanic Asian,44
9370,Management Occupations,2,Non-Hispanic Black,443
9370,Management Occupations,2,Non-Hispanic Multiracial,38
9370,Management Occupations,2,Non-Hispanic Other,23
9370,Management Occupations,2,Non-Hispanic White,1679
9370,Office and Administrative Support Occupations,1,Hispanic Other,93
9370,Office and Administrative Support Occupations,1,Hispanic White,180
9370,Office and Administrative Support Occupations,1,Non-Hispanic Asian,83
9370,Office and Administrative Support Occupations,1,Non-Hispanic Black,816
9370,Office and Administrative Support Occupations,1,Non-Hispanic Multiracial,37
9370,Office and Administrative Support Occupations,1,Non-Hispanic White,1306
9370,Office and Administrative Support Occupations,2,Hispanic Black,23
9370,Office and Administrative Support Occupations,2,Hispanic Multiracial,16
9370,Office and Administrative Support Occupations,2,Hispanic Other,177
9370,Office and Administrative Support Occupations,2,Hispanic White,471
9370,Office and Administrative Support Occupations,2,Non-Hispanic AIAN,104
9370,Office and Administrative Support Occupations,2,Non-Hispanic Asian,126
9370,Office and Administrative Support Occupations,2,Non-Hispanic Black,2317
9370,Office and Administrative Support Occupations,2,Non-Hispanic Multiracial,111
9370,Office and Administrative Support Occupations,2,Non-Hispanic White,5526
9370,Personal Care and Service Occupations,1,Non-Hispanic Black,57
9370,Personal Care and Service Occupations,2,Hispanic Black,55
9370,Personal Care and Service Occupations,2,Hispanic Other,13
9370,Personal Care and Service Occupations,2,Hispanic White,91
9370,Personal Care and Service Occupations,2,Non-Hispanic Asian,56
9370,Personal Care and Service Occupations,2,Non-Hispanic White,105
9370,Production Occupations,1,Hispanic Other,45
9370,Production Occupations,1,Non-Hispanic Asian,21
9370,Production Occupations,1,Non-Hispanic Black,51
9370,Production Occupations,1,Non-Hispanic White,189
9370,Production Occupations,2,Non-Hispanic Black,21
9370,Protective Service Occupations,1,Hispanic White,33
9370,Protective Service Occupations,1,Non-Hispanic Black,293
9370,Protective Service Occupations,1,Non-Hispanic Multiracial,54
9370,Protective Service Occupations,1,Non-Hispanic White,1074
9370,Protective Service Occupations,2,Hispanic Multiracial,8
9370,Protective Service Occupations,2,Hispanic White,44
9370,Protective Service Occupations,2,Non-Hispanic Black,224
9370,Protective Service Occupations,2,Non-Hispanic Multiracial,11
9370,Protective Service Occupations,2,Non-Hispanic White,148
9370,Sales and Related Occupations,1,Hispanic White,22
9370,Sales and Related Occupations,1,Non-Hispanic White,29
9370,Sales and Related Occupations,2,Hispanic White,10
9370,Sales and Related Occupations,2,Non-Hispanic Asian,23
9370,Sales and Related Occupations,2,Non-Hispanic Black,186
9370,Sales and Related Occupations,2,Non-Hispanic White,36
9370,Tarnsportation and Material Moving Occupations,1,Hispanic White,141
9370,Tarnsportation and Material Moving Occupations,1,Non-Hispanic AIAN,33
9370,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Black,376
9370,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Multiracial,21
9370,Tarnsportation and Material Moving Occupations,1,Non-Hispanic Other,22
9370,Tarnsportation and Material Moving Occupations,1,Non-Hispanic White,683
9370,Tarnsportation and Material Moving Occupations,2,Hispanic White,19
9370,Tarnsportation and Material Moving Occupations,2,Non-Hispanic Black,173
9370,Tarnsportation and Material Moving Occupations,2,Non-Hispanic White,150
9380,Architecture and Engineering Occupations,1,Non-Hispanic White,17
9380,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic White,44
9380,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic White,37
9380,Business and Financial Operations Occupations,1,Hispanic AIAN,16
9380,Business and Financial Operations Occupations,1,Hispanic Black,17
9380,Business and Financial Operations Occupations,1,Hispanic White,6
9380,Business and Financial Operations Occupations,1,Non-Hispanic Asian,143
9380,Business and Financial Operations Occupations,1,Non-Hispanic Black,237
9380,Business and Financial Operations Occupations,1,Non-Hispanic White,1241
9380,Business and Financial Operations Occupations,2,Hispanic Other,20
9380,Business and Financial Operations Occupations,2,Hispanic White,98
9380,Business and Financial Operations Occupations,2,Non-Hispanic Black,942
9380,Business and Financial Operations Occupations,2,Non-Hispanic Multiracial,13
9380,Business and Financial Operations Occupations,2,Non-Hispanic White,845
9380,Community and Social Services Occupations,1,Non-Hispanic Black,12
9380,Community and Social Services Occupations,1,Non-Hispanic White,30
9380,Community and Social Services Occupations,2,Non-Hispanic White,27
9380,Computer and Mathematical Occupations,1,Hispanic White,40
9380,Computer and Mathematical Occupations,1,Non-Hispanic Asian,57
9380,Computer and Mathematical Occupations,1,Non-Hispanic White,156
9380,Computer and Mathematical Occupations,2,Non-Hispanic Asian,67
9380,Computer and Mathematical Occupations,2,Non-Hispanic Black,12
9380,Computer and Mathematical Occupations,2,Non-Hispanic White,97
9380,"Educations, Library, and Training Occupations",2,Non-Hispanic White,8
9380,Legal Occupations,1,Hispanic Other,26
9380,Legal Occupations,1,Non-Hispanic Multiracial,14
9380,Legal Occupations,1,Non-Hispanic White,36
9380,Legal Occupations,2,Non-Hispanic Asian,15
9380,Legal Occupations,2,Non-Hispanic Black,27
9380,Legal Occupations,2,Non-Hispanic White,145
9380,"Life, Physical, and Social Science Occupations",1,Non-Hispanic White,17
9380,"Life, Physical, and Social Science Occupations",2,Non-Hispanic Multiracial,24
9380,Management Occupations,1,Hispanic Other,74
9380,Management Occupations,1,Non-Hispanic Black,98
9380,Management Occupations,1,Non-Hispanic White,263
9380,Management Occupations,2,Non-Hispanic Black,121
9380,Management Occupations,2,Non-Hispanic White,264
9380,Office and Administrative Support Occupations,1,Non-Hispanic Asian,135
9380,Office and Administrative Support Occupations,1,Non-Hispanic Black,69
9380,Office and Administrative Support Occupations,1,Non-Hispanic Multiracial,22
9380,Office and Administrative Support Occupations,1,Non-Hispanic White,220
9380,Office and Administrative Support Occupations,2,Hispanic AIAN,13
9380,Office and Administrative Support Occupations,2,Hispanic Multiracial,53
9380,Office and Administrative Support Occupations,2,Hispanic Other,65
9380,Office and Administrative Support Occupations,2,Hispanic White,45
9380,Office and Administrative Support Occupations,2,Non-Hispanic Asian,5
9380,Office and Administrative Support Occupations,2,Non-Hispanic Black,277
9380,Office and Administrative Support Occupations,2,Non-Hispanic Multiracial,37
9380,Office and Administrative Support Occupations,2,Non-Hispanic White,920
9380,Personal Care and Service Occupations,2,Non-Hispanic Black,19
9380,Personal Care and Service Occupations,2,Non-Hispanic White,19
9380,Protective Service Occupations,1,Hispanic Other,17
9380,Protective Service Occupations,1,Non-Hispanic Black,8
9380,Protective Service Occupations,1,Non-Hispanic White,87
9380,Protective Service Occupations,2,Non-Hispanic Black,9
9380,Protective Service Occupations,2,Non-Hispanic White,39
9390,Architecture and Engineering Occupations,1,Non-Hispanic Asian,50
9390,Architecture and Engineering Occupations,1,Non-Hispanic White,78
9390,Architecture and Engineering Occupations,2,Non-Hispanic White,24
9390,"Arts, Design, Entertainment, Sports, and Media Occupations",2,Non-Hispanic Asian,47
9390,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic Other,99
9390,Building and Grounds Cleaning and Maintenance Occupations,1,Hispanic White,46
9390,Building and Grounds Cleaning and Maintenance Occupations,1,Non-Hispanic Black,113
